0,1,2
LWQT,7257102,182
HUNYOG,7837174,29
TFQXRWLNQ,3074920,82
FMADZRANC,4073396,89
ZERRDEUODA,3653246,163
IYHUWM,5142130,92
DZSFROSSIW,2540438,164
UVD,4232555,135
NGCDIS,7117396,153
CMAXSQ,9432694,59
QPCXLI,9170530,22
RXEHENX,5115488,179
GMTLZERG,1741263,69
PZBAL,8181034,18
AIDW,885326,48
QBLXUX,822211,193
MJANZ,9201183,147
JWFLLNWAHJ,7526574,23
JNFF,4663046,97
HGY,2110783,83
FYZBWKG,2309651,49
HGBTNMCTC,2858547,157
FHIJBNVKLL,8440445,13
TDCF,2318250,75
OROVK,88209,143
VXJPL,7837691,168
XVYJMVYZE,6501918,53
NOXJKNNBFP,829278,110
QRCWU,343507,1
SYWICL,550158,91
VSRAQGIBU,7159026,193
EOECLNTHLE,8684397,5
WDXQ,9081513,79
KIZNSYYG,1909101,79
WTKT,7083020,45
XGFXDLOOL,5501801,72
USTCHDYX,9293684,150
GYN,5770945,179
RCO,1556680,158
IKJDD,975717,73
BLIABOTY,9437444,183
LPB,1726758,38
INAQIBWYG,4949370,102
IMITA,5539607,116
SDGDEJ,291317,54
MJUFBGH,1288287,17
HPNPLH,6146738,191
LTUPRDYMA,3693888,66
WYTHAGGIM,5367572,170
NBJIUGJ,7773807,129
BSPY,7962601,91
DTIORUG,3444140,3
NUFOETHIU,9211473,38
WCYBYSIFKA,9874162,83
SUMXT,157435,187
FJDSHH,8595424,67
MNFYJ,2504921,116
QSHTZBIYR,1956907,59
LKJNPHGO,6769734,64
LTRTMSDEO,3571144,190
ZTTHRDT,3212100,137
RRQ,6520185,105
ZKWRP,10963,76
YDO,6809456,187
FKR,2596675,79
OUSSTBHWK,3039953,100
UYSQCD,7583476,178
KNMIQX,7267879,53
HIRYOF,7110102,107
DMTNNHYLC,6659788,57
VWN,1549291,77
DOBJD,4922205,45
TXGEWEZ,9453687,22
MQSKOHCU,1961777,87
TVAXBKI,301184,15
MIHZHVMTNL,1059107,62
PRMIJRM,1800322,172
HTCVOHJM,1038187,127
GRHLXBDO,2201135,135
PHQNMGVAJ,8120522,193
VMFIKT,8697781,149
DSCR,2267206,129
SWNYTQ,7035078,119
YZDYZIKIQ,8999933,52
IVPO,4833158,8
HTJN,9285829,172
UMGVV,3203621,130
CWLOLFX,6849592,159
SOHDVA,725975,105
TDAW,7523917,184
NERDJC,3942902,3
OBQWFTTW,7261130,61
YEOUUYDJS,1478849,97
AITYS,4121298,81
YKSNDPA,1342300,24
EVNHHOLZMJ,7335440,61
ODB,1152850,28
RWMKZ,1484250,177
JGP,2945577,169
TWKGBQW,1519294,34
KIBUSGKZ,9856492,41
IFIVO,8844857,150
OYWWMIO,4030183,34
GMZUK,8895501,133
AQICGN,165453,26
KNWBXGQ,8576905,57
AFPHXNMC,8647226,15
VHAEYVDDF,9956185,67
BWCYMEYDK,667946,122
FZU,2511045,132
ZFEFXOKP,7325735,153
CRQWALYZT,2179053,26
EBZX,6017766,125
MRP,9706216,120
QVVJYDILN,1835847,98
GVOLHBJHU,1293170,91
GJMQUAFDJ,309462,2
PWUTBHSPW,7792037,196
LVU,1737769,149
RHLOMZ,4002847,12
AIYXS,7685514,137
MBK,655114,84
QNNN,5267543,159
DHJJQB,2772158,31
FWCTEVF,7177629,12
BCQXGZRXMQ,1025504,155
TSBVRDB,8298726,105
JPT,4103869,1
MYD,4909916,184
SHD,1252103,146
WAKP,6123476,46
UHPRN,2459483,104
WWWS,7875293,165
QSVIVET,5337588,30
MMIC,7710093,29
EXRQBCQ,7910961,3
XRPPTCQ,717277,172
OBXHFRBZZZ,9064748,41
HJEYVKER,7077749,200
IWCNVM,6756958,195
XXIOSDIJQ,5181196,112
PLYXMW,7270098,62
QLLUFYKMSV,3039111,116
KLDAKBMZ,5628089,178
HPNF,4921098,98
QYBGFT,9039738,127
TSRI,6548133,13
BFV,8034350,186
IYFFFTWSFS,7116699,25
QFRZN,4541481,179
HNDHCGLGZM,5202192,151
EXDE,4040456,180
QZRAF,84749,112
YYKXV,7922730,44
IDYREVNVY,5115759,30
RJW,2986598,169
KXTEVAEYDE,2126562,70
YUGUPXN,539448,151
LQXTZNQGZ,4916330,147
OSAGUQIMDG,6184433,61
JDHMLZ,7727320,30
HQHAE,6309097,138
BMFY,6267424,92
RLKMBL,7551793,148
OGX,7595876,153
UQTJ,1898806,138
GFHB,7510480,68
CDZHUX,4093479,24
HMOYZ,4997559,96
QOMXFCCRHQ,4765274,109
EBWTITCZNV,3215200,122
TFTECGXI,648708,145
DUDP,4480175,170
AMDLUWAE,4514600,152
TEEZQ,7508224,26
UODJLXOH,8184265,68
GDFJZWTLZ,9714473,36
UWDFRG,2690946,58
AHHEQ,771736,25
FCKZ,7222095,5
QMOSXXJ,9462021,87
ADTYCWX,4192240,49
NPZWRFDRHP,6761360,166
MHGSWVP,9279047,93
QMH,3095540,139
KFACE,4292795,149
TFDPP,8602458,177
YBPV,3980031,42
DAD,2198990,153
YBSUHITJM,1878171,34
AJVYTR,499050,189
IXSSUWGZKU,1289044,150
SBFQUKQQ,4105106,131
AQERLHFZ,9792794,193
QSP,1372387,71
SYPDIW,8402555,125
WQZPEBGUJ,3797864,87
MWMGPXJPAF,9443349,105
WDSWE,9031389,197
HFWZAPPID,172376,133
DYQKJPLTA,8160676,200
VBOAUA,8018602,133
HXLJFFQ,6083788,14
UXBUU,3904638,105
DBQ,9295997,80
BJHS,5216965,31
MKYLYMA,697621,54
LPLGNJF,9886268,25
BJRVOZ,1348456,138
PLLNDCJN,2194469,154
EOYJJWY,3156884,51
LOCNPOUT,1502643,195
TJOW,4452130,135
XHQ,3922175,6
WMBYAKRAA,5931097,84
IAUNIQ,2484837,176
LVHMYYVCO,9563294,31
NVQM,9770390,172
QOCHEMVGVF,4043405,96
KOXF,3558917,81
VIYRY,4494549,167
YQFBBZD,7281362,137
SVBQTVRPLJ,5429395,144
FIEILHH,6710760,89
EFNDLO,316750,190
OMJCIUDLRY,1548028,144
OWEUILGM,1855836,12
VCGTMJ,7278707,66
ULH,9505908,166
DLWLQRVP,7037130,194
GHFADMHSLK,1065373,6
MUIHSDYV,2586214,172
JSPCUIL,7538967,159
OAOMWE,6533681,18
SMABSG,6848513,31
ACBIWKIN,6480779,47
GYCGFNIA,373843,57
KRQS,7683319,117
IOHJXVG,625338,153
IXUZJTOONK,7960186,58
IOWB,9011673,2
CTD,2726493,163
VEZZWAGLT,2370566,114
YXHXLMC,3996945,142
LFGNAILSDZ,1804337,196
JFF,3781011,71
GBQSMCIF,6654865,62
LRD,8752825,187
FDIEG,166118,96
JBAZFGQLN,5571413,31
JJVT,3096947,165
ZKBCMIYN,1372496,38
UEEWMFIGA,9145854,62
UASCRYYCN,9058333,186
ULGEY,9123228,22
NKGCJRPE,5744905,45
LNYTSYAA,2317981,197
ECZTLPKEED,3539837,45
MGBL,5711034,153
VAJTEAXWYA,393394,37
RTZWYHSAD,8077401,26
CJYU,2384126,168
RIULB,4219906,97
JNSWD,545435,1
ANZLPV,9054086,97
EZWYUOYBJM,9891423,158
IDHISN,4498216,70
OXFYRCQR,69292,83
OHJXL,1910915,150
FBQTQVDSTQ,7366200,28
TAZENX,2400369,161
GBNKDE,6204977,49
OHIU,67204,162
NCKYYOWXU,6183310,62
AVZIIV,5070658,190
IWRCXTVW,3352078,131
IJJ,487032,44
CYJUBRNP,8032066,58
KEQKPHYRBG,8640706,137
ZEB,1329980,119
JPNFRWXQ,8830874,114
ZKMMHUJO,7361050,31
JPK,1743551,165
GLZQMEPHE,8317831,189
WZFQUQ,4824643,164
YRSFFSPQV,6690780,139
LYKPDENPUO,9337416,194
TONOJ,3547420,59
PEOEB,5434941,92
VGZJMPRI,7502442,157
TGR,2937839,155
SZOWWIR,2701763,192
VUAEZA,6490195,48
LJE,8031277,54
VJLQVFXMN,31139,24
PJQUB,8734406,147
PVUAW,3580106,99
CGRZUNQ,3914411,49
NBVLMDA,7371087,34
EMIWCDQZO,7632953,190
HBL,8531006,78
UMQMWTGECL,469479,179
DNA,1285316,118
ORANMTET,5665762,139
FGYVGV,1204222,144
JPTPXOIKTE,7259446,81
OZE,1634050,141
EPUS,4866171,154
OIRTPY,1478990,11
CUHPLAIMX,9277094,74
BSRNLX,2682206,192
WGNZCUAC,4659007,41
DBZR,8047691,96
RIKT,9415308,166
FUG,2889147,101
VKMRY,4833805,149
MTVBY,5362711,196
QYSWH,3144564,169
STVLJ,1480410,191
XCMYXYD,8782831,105
YDXDSTR,8611514,151
ZEKV,5960226,33
WXTRZWMJRK,4177779,99
FTRJCISWHY,6460170,188
VPIN,7391680,120
LZHJATBY,8269497,19
IUFKLMGWNX,4954910,59
IFOPXTPT,2452507,31
ANULOHMXB,5036131,125
XAYGXDLIUM,280167,190
BFWENIXJ,8063418,30
ZGFMT,1523062,195
AZS,8837306,79
EHDLTCGJ,6582865,152
MOLSDPDVT,9558467,61
DVYMXT,4256377,76
YKSNRWWP,1791294,91
KMIQLZJ,9480049,97
HFGO,785490,36
PWQEZZGHZ,5141434,49
VMUDPPAHYB,7949579,187
ZCGJYKGNWT,342888,54
XXVWOQ,2673362,68
KDSXZQF,6845174,157
ALPJDUIMO,7882597,128
QYCTBY,3855592,130
PCEGONPCC,2569767,188
CAXMCQZZ,3389720,184
IPIMRL,3173894,192
JLBJIUNP,3150118,197
FCNKSAED,771577,158
JGPUXLAR,5200332,79
VROPKFMQ,2299077,17
OHGF,9545419,193
TZSEPJMPTG,1152635,79
OFLDSHGIEY,8157720,18
YTJKJXMNL,2842045,102
MMXJPJSTV,7533736,3
UOL,9053179,45
YYCMVXTH,1192399,114
BWUOQ,661884,67
XSCCEC,2865582,164
UOH,9465918,17
SZTVNRBLN,515077,190
IXKYOAXIM,4893496,125
RKE,79368,150
AGTSXPJYAW,2289586,128
ABH,2491698,117
DUKBIWDTSB,5689726,199
IYERWZTYO,1875534,124
TZCVFH,3666478,199
GHSVXAEF,1738946,132
ZZPUZUN,5157614,6
TYFGDHWIY,6277864,65
YOLVY,4740401,124
HCUWM,7352281,188
CRSEWOUQZS,989237,196
TBBXOUTIGS,6589208,5
QSNDKBJZ,4938589,175
STCZS,6104700,1
NCICFPFE,9346509,107
DWEQ,5323811,8
ANPJYQHMF,4063229,162
DYODSQ,9278388,131
IHTKUKHAXQ,330529,83
WLH,4740176,148
ESSG,75241,2
VGGZXJ,7040790,165
QQWPCKVBSL,1250501,132
QQIOKU,558812,156
PBMCH,2243878,192
HQFKKZQ,9591864,71
MHOXIUIUV,6594539,129
RMYWGW,4729993,41
DON,3345972,171
UYKCKT,3704041,145
PLIPC,3640242,177
WLVWFFC,4736159,88
QRYH,2943756,71
ASP,3193962,51
UDZH,1252339,57
ELGUK,226433,50
ONFIJU,1704790,102
PKUYJTWTD,9146099,37
YNLYDWYYL,9813570,101
FSYTQC,5241183,119
JLVESARRXX,8767643,148
JVP,8070898,9
MFBDAHWX,929754,60
YIVPAFUS,935132,188
OOJVRQR,6339205,16
WWTK,1496161,113
XWL,6295640,115
BYXGVAVQHM,2493128,35
ZLZNX,4596235,174
RQQZ,2945079,48
ETWURYI,3514517,22
CXAHFDRLCG,346323,165
GOBYXGH,8427281,25
EUDPFGZFDV,9497226,96
KIBPA,7949916,90
SGMONUOP,5198296,23
NJEVJO,9293183,26
TMYUDNIOV,6667402,59
UEDNPSG,4139186,99
TFBMRABMGR,9613545,145
HLYLPJQ,3324003,164
ZSDKEZLTN,7908170,96
HFLS,7944438,88
DSGF,948238,153
CEGRJRQSG,5915772,197
VGSGRSY,7824718,102
PTMPOMHZ,7670758,8
YKOHXAU,8628799,151
WRMPMAIEOH,1435302,72
COBHTBUW,9832259,20
OKW,1173201,79
ZPBCPCTJ,2970869,75
JNMVLH,1901353,112
ZHAXJHE,5778374,133
FMUQ,8486225,163
BTSZUDFRR,1960950,151
RZKGGL,9253035,154
DYREO,9589300,1
JBREDCH,9288178,95
KNSGLOQZB,8070237,56
HVXU,6500085,18
WFZBZ,6758845,45
HPZBV,3597051,186
NNEHHMFMWC,133123,104
ZTLCDHKSL,6726777,166
GHJFSC,7902571,147
VYPHBLKX,1497908,169
WIHWVZ,3332156,73
TFGOEIXFVT,979020,7
SZKIVZ,3830209,163
BUWJZHWY,94349,76
UHN,5236525,115
QRLWSZHEQM,7928172,158
ALV,9130487,176
PTYPY,8988519,9
RPAAEZI,6328433,142
AIPEWFY,9035507,120
XGXCKAULIY,2694570,9
GINIAV,1858856,5
QQZHESL,3119397,182
TFGP,4756899,159
ANYBWZ,1237946,108
VNNUD,4500645,188
BIMR,3546229,136
KEH,7738181,190
AGVK,2556653,187
CNR,8275558,137
TKPWVDKA,4664116,167
AOBZZVB,1131838,100
BZBO,891982,108
PTREPTHHQ,9997609,188
DJRMQZ,4860495,136
EEGWSK,7949111,95
WJFVGZSFXF,7199696,40
YHBIFYUON,3521446,92
LWPJJDM,7646985,200
NKIWQ,2507311,124
MJTK,8515864,199
TDTMAH,7599499,165
QGDBICYEKE,1539763,197
RIWH,5241898,110
RES,8643984,39
VPDCJQ,7547908,24
BGHPEIR,6190655,150
KNKJ,2797016,33
UJUDY,4703927,185
FBLK,4982632,123
BDIYN,4444561,143
OWVHVUPEBU,8108444,20
YTY,7001326,72
OLFFPWV,9549316,73
KDMWM,4949200,88
URA,1523081,51
PXEODSJOV,78618,166
FCDSOXGKNC,5621393,160
CYKI,8338885,23
CEKFV,4742342,91
PTUGSW,8813033,98
YBEHON,7065855,40
RAHUFDI,2534091,173
VXJGLKUHNB,6518424,177
VBV,9894192,21
XQFSVAXRU,8982940,181
FHHA,2074970,42
NGKHHNZ,2569267,99
YZOEIMNJ,9327540,29
BRGKHISOF,409582,153
IFMT,2161845,128
HCQDI,8445324,97
RCUSMEEV,4908266,59
KEDO,8384793,102
GSUTOJXEGK,6974878,76
TWT,6841627,137
OZBFF,3135688,117
KKREB,7072523,107
PIFDAHUF,9367267,176
QZZFCFQNZY,7720957,153
QCVGM,4966902,62
KZEY,5186897,160
QAATDMGSK,3996297,2
XOTJOG,5877172,156
BAPZH,859467,80
XPFYQDJ,5237258,93
RMONTCM,6487568,2
QQZRACVBTQ,3530544,133
FAJGLM,3794351,14
TQRFRH,7618320,31
TAYAGCHGZF,4186363,13
JRKUN,3165391,62
UFBCL,5282639,96
BSMSL,4428339,135
YZJQ,4665086,154
BJEPYHNAC,8004597,119
EAIWA,1368017,160
RUQCHC,2820456,42
AIPKN,4919383,124
ROAW,9095805,15
BGNKU,9273553,84
YFLTYGR,8059103,179
PXKMFNTI,3020104,69
UIFAQI,2273899,198
WQJ,2403697,23
HHUAA,9532747,157
RRAKF,9000937,64
VSGHOIHK,8839951,170
TLX,4784917,53
TIHDRPR,7806680,55
HYBBO,1478965,66
DOIL,6378689,151
IMLJFPVFTU,5321862,144
FAAO,5111723,185
QSNIIRB,9649016,22
EWQKFGWLVN,6223821,150
MHJP,399628,161
QOO,2110234,125
GGKSCAMA,4418767,133
SBIAIQQON,1139248,191
AIQQKGJGCT,8113586,104
TVJTTVA,3045737,83
OWKFUGSEHM,7832440,17
XRWXFDL,7146305,77
TFOIS,7970706,92
HEIMPHTQZU,9928601,71
VGEEJS,4059958,17
VCU,5851676,180
NWLHJRTLK,70415,19
SXRHYFFFH,6508784,123
NRRZMM,1387516,97
YMBEXU,1829106,111
UAYJVAGJP,4686072,69
ZPIW,6784527,126
VQWIZQGWER,2965435,107
DEVZAICPA,5995021,34
PBJDADMFE,9767537,85
LCQFSKEQ,7126756,93
UXLJQCPUIA,8713322,74
SECQMB,3473558,44
MCEVJLAN,9920048,199
FXCQB,9393509,63
KQQU,9969995,87
MYUSSQS,5916839,174
OHX,7260949,197
KQEVZLPHAK,2664398,122
NPBLDZHOT,9361376,132
HCPHANBXV,6177538,2
BNZERDYR,4146897,102
KLLCNCQI,5298335,111
OWGI,3001404,85
HDXKLXHNB,2147649,46
RHHKALPNK,1793141,168
ASRK,8832124,150
YKYNXXKYC,2756572,120
BLJ,5652736,56
UPJY,232605,27
MPVXQ,2597492,68
CYCXGBT,6624406,170
LHGXNT,3107522,42
HAQRZEZ,9189980,88
WMGXOGRF,6645423,70
DZMM,9527363,161
GFCKCWOUS,4496434,106
DBNLQDZSM,5343603,26
WPVQINGA,4797705,92
GYESRDY,1099324,138
SUAMWMRHE,6232325,55
VZKAEJ,2134889,87
RXLMGE,2105426,106
VOCRTRENO,5012086,119
DPRD,9480469,21
EFQII,2860430,174
PTVHVP,1906373,107
OVWK,8746817,31
LDGRTVXBIK,8593308,127
BVXBSNTQSW,4222610,179
BAFJRO,9643626,113
GJJYOM,7141283,53
MJTXU,7470780,60
QHQ,4597641,189
GVHCVGUYOV,4932476,136
FUQRDPF,6516084,38
IXILCMG,8556452,169
ZEJXO,4038478,147
XTJPFOXOQA,3725508,159
LIPHLH,8119752,117
RYCUQC,4927083,45
LVRKCY,5960753,69
LTDREWA,9315465,170
CPWME,1961611,4
KVLMVJF,1353546,136
URNBY,6680129,41
ADOONJUU,8086080,94
LFYUXW,2767150,21
IUJBX,6895802,4
PCLMQVDYNR,8119794,195
TICO,4682814,99
XKCVEQ,8934245,116
RMAF,9044186,75
YHGA,5433341,112
ULIWQOCUZ,4522041,72
YWAADUBTIN,3559777,50
PNOXOTOP,8764692,48
MPBUEWHG,7343887,168
BNRTZI,615765,124
WXLUE,5209670,150
BHIJWYFH,2249866,32
CEBVSHJL,3446009,183
FEXTZS,4774596,135
CSF,4427314,87
LMDMW,206761,137
IALEYLX,2632733,118
TMR,9694385,16
EWVKKGW,1592905,41
NCOOG,9250128,163
IOJLEYNSC,8533528,72
SAX,9184364,164
SXPHKGG,4892741,39
CGIL,6132837,169
XIRPAPCZL,6084620,44
SXMJGGHA,291275,22
DLWDIR,5795742,187
JBDBYESJKJ,8335917,91
VBUDICSXR,5383422,127
VHHYVVD,1235768,115
OJDQYKMRH,9613242,197
CWTNMDCB,2859151,115
ABOUAV,7529243,171
SAQSLMQ,3459532,82
MQR,5503209,49
YWCJDCJQUL,1544549,170
KYF,2226405,10
SQCJA,1648593,83
FIK,2783783,32
PZREPPE,9971790,191
UMSBSJ,7636456,27
CWOKYTOIEC,4012870,31
EBDVFCULAL,8263272,123
RCRFBBTOP,4238637,157
TMI,3816024,92
QHJX,3658747,59
OGZWPP,8196193,134
HWYAXXHM,4519328,188
KPTMDS,9321637,117
YVK,9376841,63
CFCCDQMTE,158483,138
MCIWWS,609358,166
CNYDDWXT,3375600,6
YCGWRTDD,384599,184
UYSERUVZKK,8097260,30
ZWMCQPKKDT,1172540,106
OLATOEESMV,2815819,127
QMZZKNQ,4312087,67
QKCLQTL,536482,161
ZCKDSZY,6072096,50
YMMZNTD,7349270,160
PZJOWY,7725600,119
WYWWK,1352503,193
ABVAJXS,638815,99
HKMCCH,5838962,148
PBJKYGSHYZ,4827693,182
XTNSJN,2397890,64
VUQAOBFQ,1260152,198
KDRPS,8454846,200
ORGBDN,3938455,74
TBUME,5551233,115
HNXXDPHO,8575913,103
CPXZQBYOZP,898489,68
QKJXOCR,9931819,38
OPQIS,3361419,30
EWCM,2957140,99
RNXZ,8290225,54
XVWRB,2278563,87
GJNCKGXDW,7819486,43
UFASXLE,6341270,166
XFLN,4075041,39
IZPB,4308469,150
RXPVRHK,7624778,142
FDEWB,2659080,158
FMO,626459,131
DFGHMPNMT,7379167,121
ZVW,3897361,3
ENXMJQ,510497,88
DYQRQE,8128426,178
JDUNRNAHMH,145583,73
WMQE,6830723,185
LORNG,7409594,158
LBZSUYHNG,2517635,101
PVTWGJ,4037272,97
YMWH,489011,118
CXMUEBP,7287482,64
FIUFI,6226265,5
FWW,6864002,141
LRKETCKI,5724497,8
NEWFKMDLTX,7651225,125
VJTQ,7101398,174
TGRK,1526214,111
MLD,5129271,41
SBK,8822877,118
HXPIS,2191276,47
TRACJBZ,519371,96
FCBKORQA,1852698,83
QZBWHQ,7866773,24
AWXJQZDA,8527399,180
WSX,9327048,167
SCQFR,6972005,148
ATDVFPH,4874892,98
GHZXALCQVZ,7250464,126
ECSEFITQBI,5464417,151
UUAAO,3632692,124
AKFPHZKHCX,6807337,50
GBXS,1748735,92
DQXA,5940229,12
JRS,9799373,178
ZEAAZETECS,7664325,67
VODNWNL,2576330,19
JPAWNULPHL,1091423,131
GTJUTUWBVN,2487805,19
DTGVUXPFH,3876861,184
NIODVJRR,4558828,141
VBYLELTDUE,4064477,44
LACARO,4492177,158
TWXQGPBNG,1812246,109
PPAP,7819235,16
CMZGUG,8406548,133
LEOBNOQ,5096001,86
PJCVB,9402290,56
LAOIL,5128269,7
CZKZXGQGV,1288789,176
PBXNI,4118866,122
BMNUEOCWKM,4963268,162
CFFKMJ,9438865,181
KENXRK,1683116,34
MOXMAVKZ,2804859,130
SHSHKJTNRD,7345003,139
HNI,1712729,97
GSPXZSTQOV,5116909,103
GNXYW,7618015,188
PWVDRPCDN,2039544,154
RHGWSIXM,7758062,118
HSJJ,2356287,78
WOIWG,7466113,46
XCHL,8442681,74
YRO,3336713,135
BRZEWZ,5331139,111
AYPIAV,143391,119
SSCVWQ,8782868,36
RGJWX,9067720,69
AMYJOCUH,8144940,147
ZVBAUUFDZ,9413620,186
ONJXRDLTD,5820981,116
DMWQWGAMXE,2595903,197
XSMI,1701265,124
YLNMOFVN,652663,47
UVXSE,5097430,198
RICQA,1698897,132
YDMSPA,1818664,153
AFOISTYCXT,7607375,124
KHNZVQFVZ,7877550,46
DZGYWXR,4943900,73
SHOCDTNPS,1419700,88
CPGSOYXUB,9383091,45
HXCCSGQLT,2228997,13
YSRJLWOQ,6435148,40
AIDJZ,1259976,83
WAI,3573471,33
OFBU,3601149,140
YZKXGY,5949390,183
MLFYYOCCB,8818959,128
ISHKPDHK,8346390,37
WAOCXLROB,4284265,67
SNNZJPLJP,7176781,160
KTNHHCOR,1818014,197
QORKHIZQP,6224354,57
NBONMZ,7249579,192
HTYL,6547742,11
APIND,9143023,56
NJICMVZOD,3491373,19
HJRVPMJ,7868916,44
UZUIOCD,3615102,52
ECZK,1069285,189
RYJIFDA,3383092,174
ESDOWWTLGW,9447799,73
LNE,4410237,183
BRK,9666381,51
PIGYFOWLF,425078,20
RHW,7654718,96
BGXGNSDAA,7464095,61
WURTWFTK,9906600,171
FMEZB,8797941,146
WBKPCDJC,6672896,29
ECVUYKZU,5824784,161
WUPDPWMDE,138007,167
OVYFEWCT,5973646,159
XCTB,2841207,23
GMZWWPVJ,3437195,109
ZUW,8885825,142
FSJVTTDQ,3855546,193
PZVCROKDNW,1414663,170
ZYRNYLNVT,1634335,39
BJXNXRQWV,5824206,87
BFXIFC,655525,162
RRIEFNJTXN,3244276,10
WUVATSOYF,19661,139
TZSF,79623,174
ZQMDXWP,141452,88
CVKZRZPWSG,3107730,18
YPIDXRPFXU,6690537,163
ARSMDF,4816830,113
AYPRNEOO,3906291,138
SBBFJFAL,988464,192
EJWDXFJOTU,8900664,28
RGYNUAYDY,1600528,29
YNPCHMZI,8251873,161
RJCVWC,2360290,188
OABAHLV,5887977,12
ONTR,9196884,194
NZPOHPTXON,9082830,151
EFWXKKOL,5223677,137
HQONQB,537677,75
LLTIHSW,5428929,95
GVAVC,2872266,23
LYSLWZBRM,6804176,23
SJENP,4497677,23
DTOTVX,6814352,49
NBXXT,7292277,198
WLDMMFP,26695,133
JURVPQBVG,6892141,58
QUEY,7962268,108
XTNW,214372,29
DOWGNBSOP,2528605,70
GRDP,4467038,108
LRCEVKEM,2948545,136
XTCV,5147993,150
NBTGI,2832491,169
UOBBUNM,6871811,10
KMLB,2441819,61
URAHPL,1163747,134
JDJJDNHFXY,2386401,191
YUETEEIYVN,5477510,148
GVEVWNYVLZ,5268919,42
KVYFMMAL,942094,150
LUWTJB,3991130,108
DFC,272425,113
OVRCTIQG,5194338,62
KBVRDJGMAU,838330,196
NVCVBQU,5424565,2
XKZSQL,6397695,105
YFQ,7970090,159
KLTQLNLU,4854237,18
BRERQQPOU,1194100,116
JOANLYJKS,216905,124
FSESIVGEAE,9372156,51
DIOPCRZW,582699,140
KMXF,1217767,15
QVCTWLPPJ,5034931,51
LOH,4615118,17
DYZORJDNH,5298778,47
JABU,7926609,126
SUXEJ,4691486,53
UZPETPQU,7554255,55
KNXGECS,2185138,91
JSLAVLZO,6601477,91
YBYDMQD,8762414,184
JIVLD,2398592,54
YFSQAS,5102545,150
LIZNWGTZ,6039304,86
IVHNJBTL,2002696,26
XWOMMY,9961257,123
TSXDAOT,8929373,159
YDQ,1669451,192
VTAMKWVU,6019667,75
OOZJPUENJT,4302002,162
RPG,3448883,27
GZN,8941417,184
JXUHKMBGU,8311888,63
ZVX,2398456,8
KJMXWWISOL,444899,3
PYCAOLQR,7005247,152
DFDFDTAXK,6046376,114
RAPC,5525725,88
OQKH,3453055,69
LKMND,853308,78
FSX,3180495,133
TFPPAWV,8191818,73
UYLDZLBJVR,9757616,4
BOEOWUOHLD,3690259,104
YOY,9894649,186
USDLSB,6281491,24
FHJJBV,2948756,42
UFXDFJUA,9976727,174
OIGGH,3844271,3
UWAR,6865551,192
HFEAXGTAK,3130103,2
EFWFOHPUR,4303375,69
VFKHHZLGG,6484226,155
YIQSR,4021911,27
OMHBZ,395288,3
RJACYOO,3009420,43
DCSXZYIV,8473186,109
GXCDUZJ,1297059,118
QXKQANSWIG,3744323,179
YYR,9187678,197
UIPFCBHXJJ,2083335,182
MWD,7783904,134
TSGONAXUWA,2795605,4
GZSFABR,2380040,113
QNPTQ,8176198,44
EVDWWEEZFH,2795141,4
FVWEELS,7946138,19
JNVFEPZKD,2064526,153
JKB,6452569,58
JGRCLQNL,7645945,196
SDTVFAEKM,9280116,9
WUMQPDVCH,6367539,16
AOERQTDZ,7233900,72
TEVR,3231863,100
JYMLSO,6719147,193
DRKXZY,369181,45
ZCF,1520049,82
BAYDJGK,7801998,68
JIMYODM,1037404,139
RGOSJODIDF,2092808,122
OAFVEJXK,7740522,73
AGYZ,7185577,57
VZAXRIAOA,4603774,20
AUHGYY,7908560,191
VSNV,7019031,63
ZDZLHN,2230382,71
QUFPNXXYP,5849823,28
USPHDZ,9070932,55
UUOMV,2098168,137
FIDOOSOWR,8890428,162
BAXQLXSB,5155851,131
WFKHUJPRFO,7499408,132
VZL,9152147,69
GEWDKYV,8299220,127
OXDIBRHPEX,9514732,164
JIQDVH,2346499,53
FEHWPHZU,4198002,196
MHFN,5991754,200
KXH,1656980,88
ZMESCIG,4813531,73
KDYIH,8534563,184
XVVTNHUYC,5439625,79
CXJBVDE,9859524,78
CWEHIEC,1535478,125
VHRQNBVDRQ,8397698,175
FVP,7700495,12
GYOWUAPNGD,5219316,161
AVH,9790938,118
IMOQLUKXZ,8247231,51
YTTJXDZX,5315280,5
ZTK,2931936,144
HOHHWH,7468075,163
DORTR,3242180,185
QUPPCZCIVA,8995678,188
EGPJX,6505920,168
TQNTQHE,7494619,164
PPHE,5230588,23
OGIDJFF,7899407,32
MWYRG,680704,111
GWT,873990,37
WVH,3008064,174
YOAJHQPAO,6253592,140
XUSTHWSD,19340,183
DTR,8171120,165
YYK,5520639,61
WYRCTA,5718948,170
IWHGKHDLFF,4066954,197
DPLOADH,5884692,105
QLOQW,8757555,158
APBF,5498947,10
AYDUYDVVU,8234074,33
BTATCPNGF,2770782,34
IKVCJPVFJ,4974346,157
JFSSOHU,9719361,28
JHY,2414416,161
RTPAXQD,7687554,65
YQLYJFUZY,1493807,24
VRXYNVFFWF,2765783,181
BYEUHHW,4543018,6
XJET,8250415,148
OOXZYHDGC,9052886,19
MVOAUP,1467614,98
GUOEKTIGP,4547984,48
KBMEEGLHA,4461709,28
CMHVVRLF,7778171,5
XESUEZLMQ,8062206,151
